shipment_id,order_date,region,transport_mode,shipment_type,shipment_volume_kg,distance_km,estimated_delivery_days,actual_delivery_days,delivery_delay_days,transportation_cost,handling_cost,fuel_surcharge,total_cost,weather_condition,traffic_level,on_time_delivery,customer_rating
SHP100192,2025-10-28,West,Road,Express,37.04,1278,24.66,26.79,2.13,828.4,111.12,76.75,1013.96,Normal,Medium,No,4.1
SHP100193,2025-05-22,East,Road,Express,77.14,689,13.47,12.32,-1.15,930.12,231.42,57.22,1201.74,Normal,Medium,Yes,5.0
SHP100194,2025-02-12,South,Road,Standard,16.2,1395,26.27,27.55,1.28,395.48,48.6,42.31,493.93,Adverse,Medium,No,4.0
SHP100195,2025-04-26,South,Air,Fragile,58.65,968,1.44,2.27,0.83,2725.11,410.55,245.73,3378.01,Normal,High,No,4.6
SHP100196,2025-12-07,West,Road,Standard,66.62,672,13.27,15.16,1.89,783.45,199.86,47.1,1024.05,Adverse,High,No,4.9
SHP100197,2025-03-25,West,Road,Express,30.1,987,19.17,20.37,1.2,519.9,90.3,45.6,672.95,Normal,High,No,4.1
SHP100198,2025-09-16,West,Rail,Standard,35.72,523,6.36,9.38,3.02,214.84,107.16,18.28,342.93,Normal,High,No,3.5
SHP100199,2025-12-26,West,Air,Standard,84.63,425,1.16,2.31,1.15,1726.45,253.89,164.72,2125.67,Normal,High,No,4.1
SHP100200,2025-03-28,East,Road,Express,67.52,1015,19.82,19.76,-0.06,1199.32,202.56,86.19,1461.35,Normal,Low,Yes,5.0
SHP100201,2025-12-09,North,Road,Standard,120.58,409,8.52,9.32,0.8,863.05,361.74,91.22,1319.45,Normal,Low,No,5.0
SHP100202,2025-12-13,North,Road,Fragile,113.14,925,17.68,19.29,1.61,1831.45,791.98,224.02,2821.32,Adverse,Medium,No,3.7
SHP100203,2025-10-18,West,Air,Standard,18.92,661,1.76,4.42,2.66,600.29,56.76,70.06,698.47,Normal,High,No,2.9
SHP100204,2025-04-06,East,Rail,Standard,39.18,181,2.82,3.76,0.94,81.55,117.54,10.79,181.73,Normal,Medium,No,5.0
SHP100205,2025-09-12,North,Road,Express,28.28,474,10.3,11.36,1.06,234.58,84.84,23.62,351.97,Normal,Medium,No,3.9
SHP100206,2025-12-08,North,Air,Standard,78.89,781,1.62,1.0,-0.62,2957.43,236.67,315.61,3551.48,Normal,Low,Yes,5.0
SHP100207,2025-05-16,East,Air,Standard,61.83,520,1.24,2.83,1.59,1543.28,185.49,205.16,1946.1,Normal,Low,No,4.0
SHP100208,2025-09-05,North,Rail,Fragile,29.42,160,2.34,2.91,0.57,54.13,205.94,5.33,296.44,Normal,Medium,No,5.0
SHP100209,2025-04-02,North,Air,Standard,32.16,1344,2.36,2.35,-0.01,2074.71,96.48,255.49,2424.23,Normal,Low,Yes,5.0
SHP100210,2025-09-04,East,Road,Bulk,99.9,713,13.77,13.95,0.18,1246.5,399.6,123.55,1774.63,Normal,Medium,Yes,4.7
SHP100211,2025-09-15,East,Road,Standard,41.73,830,15.96,15.14,-0.82,606.13,125.19,59.16,848.33,Normal,Low,Yes,5.0
SHP100212,2025-07-06,East,Road,Standard,14.68,501,10.49,9.93,-0.56,128.71,44.04,16.53,218.28,Normal,Medium,Yes,5.0
SHP100213,2025-05-04,North,Road,Fragile,27.9,871,16.97,19.31,2.34,425.27,195.3,32.21,685.57,Adverse,Medium,No,3.6
SHP100214,2025-09-17,East,Road,Standard,133.96,1783,33.51,32.33,-1.18,4179.89,401.88,378.17,4950.69,Normal,Medium,Yes,5.0
SHP100215,2025-06-18,North,Sea,Standard,89.12,434,13.71,13.92,0.21,328.76,267.36,26.36,622.3,Normal,Medium,Yes,4.5
SHP100216,2025-12-31,South,Road,Standard,24.76,1626,30.67,31.52,0.85,704.55,74.28,65.04,858.07,Normal,Low,No,4.8
SHP100217,2025-04-21,West,Road,Standard,58.64,809,16.19,17.9,1.71,830.2,175.92,67.02,1051.92,Normal,High,No,4.1
SHP100218,2025-10-17,East,Road,Bulk,86.18,403,8.56,9.61,1.05,607.78,344.72,68.16,937.95,Normal,Medium,No,4.5
SHP100219,2025-03-28,West,Sea,Standard,18.76,2195,63.92,63.6,-0.32,350.01,56.28,46.14,466.32,Normal,Medium,Yes,4.8
SHP100220,2025-01-13,East,Road,Fragile,91.33,806,16.11,15.94,-0.17,1288.21,639.31,168.49,2129.66,Normal,Medium,Yes,5.0
SHP100221,2025-09-20,East,Road,Bulk,67.18,943,18.78,19.91,1.13,1108.64,268.72,102.89,1482.18,Normal,Low,No,3.3
SHP100222,2025-10-15,North,Road,Express,34.51,560,11.51,12.35,0.84,338.2,103.53,50.39,471.26,Normal,High,No,4.3
SHP100223,2025-01-23,South,Road,Bulk,73.0,419,9.04,9.67,0.63,535.27,292.0,60.73,876.42,Normal,Medium,No,4.5
SHP100224,2025-07-19,South,Sea,Standard,62.31,713,22.18,22.42,0.24,377.63,186.93,36.23,529.8,Normal,Medium,Yes,4.9
SHP100225,2025-08-30,North,Sea,Bulk,64.64,1551,45.4,46.24,0.84,852.18,258.56,115.21,1214.29,Normal,Low,No,5.0
SHP100226,2025-08-27,West,Road,Standard,57.49,548,11.63,14.3,2.67,551.33,172.47,69.3,754.07,Normal,High,No,3.5
SHP100227,2025-10-30,South,Sea,Fragile,31.48,641,20.09,22.36,2.27,171.52,220.36,21.86,389.25,Normal,Medium,No,4.6
SHP100228,2025-06-14,West,Rail,Express,34.96,1448,17.01,15.79,-1.22,582.15,104.88,45.21,691.44,Adverse,Low,Yes,5.0
SHP100229,2025-08-14,East,Air,Standard,46.34,551,1.22,3.66,2.44,1225.6,139.02,125.19,1444.98,Adverse,Medium,No,3.4
SHP100230,2025-06-25,West,Road,Express,54.36,861,16.52,16.64,0.12,819.07,163.08,112.67,1059.68,Normal,High,Yes,4.1
SHP100231,2025-01-29,East,Road,Fragile,75.34,1053,20.26,22.11,1.85,1388.33,527.38,146.28,2084.14,Normal,Medium,No,4.4
SHP100232,2025-06-14,East,Road,Standard,135.66,583,11.91,12.31,0.4,1384.07,406.98,168.18,1941.39,Normal,Medium,Yes,4.9
SHP100233,2025-01-23,South,Rail,Standard,60.13,771,9.09,12.38,3.29,533.14,180.39,60.2,734.95,Adverse,Medium,No,3.8
SHP100234,2025-10-21,North,Road,Fragile,74.62,935,18.18,18.96,0.78,1220.97,522.34,165.82,1935.52,Normal,Medium,No,4.7
SHP100235,2025-02-13,West,Road,Express,83.85,521,10.38,9.95,-0.43,764.5,251.55,65.45,1086.02,Normal,Medium,Yes,5.0
SHP100236,2025-09-18,South,Road,Bulk,77.47,1018,19.61,19.22,-0.39,1380.13,309.88,154.29,1761.57,Normal,Low,Yes,5.0
SHP100237,2025-06-29,North,Air,Fragile,30.79,481,1.0,1.0,0.0,710.88,215.53,50.54,1011.79,Normal,Medium,Yes,5.0
SHP100238,2025-10-23,East,Road,Bulk,104.88,448,8.98,10.15,1.17,822.26,419.52,100.41,1344.72,Adverse,High,No,4.3
SHP100239,2025-05-19,North,Rail,Fragile,96.27,281,4.01,3.93,-0.08,311.1,673.89,39.16,1051.11,Normal,Medium,Yes,5.0
SHP100240,2025-11-30,West,Sea,Standard,57.06,493,15.44,15.01,-0.43,239.11,171.18,15.27,417.68,Normal,Medium,Yes,5.0
SHP100241,2025-09-05,West,Road,Standard,31.87,415,8.62,8.15,-0.47,231.46,95.61,27.96,411.19,Normal,Medium,Yes,5.0
SHP100242,2025-08-29,West,Rail,Fragile,53.89,521,6.43,7.85,1.42,322.88,377.23,31.42,718.17,Normal,Medium,No,4.6
SHP100243,2025-04-16,South,Road,Express,20.18,910,18.43,19.91,1.48,321.37,60.54,22.87,312.52,Normal,High,No,2.9
SHP100244,2025-06-22,North,Air,Standard,112.14,252,1.0,1.71,0.71,1356.45,336.42,132.65,1794.39,Normal,Medium,No,4.6
SHP100245,2025-02-18,West,Road,Standard,36.81,219,5.36,8.61,3.25,141.07,110.43,10.93,280.01,Adverse,Low,No,3.2
SHP100246,2025-05-03,South,Rail,Bulk,45.02,431,5.4,6.84,1.44,223.14,180.08,21.73,430.52,Normal,High,No,5.0
SHP100247,2025-02-04,West,Air,Express,107.93,838,1.82,1.6,-0.22,4341.38,323.79,410.65,5071.53,Normal,Medium,Yes,4.9
SHP100248,2025-04-16,West,Sea,Express,101.17,762,23.21,28.41,5.2,655.28,303.51,82.86,1007.13,Adverse,High,No,2.6
SHP100249,2025-11-24,West,Rail,Express,63.64,427,5.35,6.47,1.12,312.5,190.92,40.53,544.59,Normal,Medium,No,4.5
SHP100250,2025-07-15,South,Road,Standard,121.06,1237,24.17,25.49,1.32,2620.65,363.18,300.41,3283.73,Normal,High,No,3.8
SHP100251,2025-04-19,South,Rail,Standard,30.23,453,5.98,6.05,0.07,157.48,90.69,9.77,257.08,Normal,Low,Yes,4.7
SHP100252,2025-05-05,West,Air,Standard,63.65,838,1.82,2.45,0.63,2560.26,190.95,368.14,3138.17,Normal,Medium,No,5.0
SHP100253,2025-11-23,South,Rail,Standard,30.37,532,6.47,7.51,1.04,185.8,91.11,22.62,305.9,Normal,High,No,3.6
SHP100254,2025-10-22,North,Road,Fragile,93.17,403,8.21,10.68,2.47,657.08,652.19,41.45,1341.89,Adverse,Low,No,4.0
SHP100255,2025-12-13,East,Sea,Standard,91.44,466,14.8,15.2,0.4,362.19,274.32,48.42,649.85,Normal,Low,Yes,4.4
SHP100256,2025-02-06,West,Rail,Bulk,125.61,973,11.47,12.39,0.92,1405.51,502.44,109.66,2065.22,Normal,High,No,5.0
SHP100257,2025-07-07,East,Rail,Bulk,52.99,793,9.76,9.95,0.19,483.24,211.96,54.19,818.74,Normal,High,Yes,5.0
SHP100258,2025-12-03,East,Road,Standard,144.13,1107,21.5,19.84,-1.66,2792.16,432.39,284.79,3570.39,Normal,Low,Yes,5.0
SHP100259,2025-01-23,North,Rail,Express,28.92,793,9.63,11.54,1.91,263.74,86.76,25.79,400.75,Normal,High,No,4.0
SHP100260,2025-09-18,East,Road,Express,51.43,268,6.28,5.41,-0.87,241.21,154.29,33.79,370.66,Normal,Medium,Yes,5.0
SHP100261,2025-07-13,West,Rail,Bulk,29.53,2080,23.96,25.77,1.81,706.36,118.12,70.19,831.76,Adverse,Medium,No,4.0
SHP100262,2025-06-01,North,Road,Standard,59.0,799,15.51,15.79,0.28,824.97,177.0,55.09,1037.86,Normal,High,Yes,4.9
SHP100263,2025-01-18,East,Rail,Fragile,31.03,863,10.34,10.53,0.19,307.96,217.21,44.71,567.97,Normal,Medium,Yes,4.9
SHP100264,2025-01-27,West,Sea,Express,93.31,528,16.62,16.05,-0.57,418.78,279.93,59.82,755.17,Normal,Low,Yes,5.0
SHP100265,2025-01-24,West,Road,Standard,68.37,1199,23.23,23.39,0.16,1434.57,205.11,174.44,1820.91,Normal,Low,Yes,5.0
SHP100266,2025-01-29,East,Sea,Standard,27.52,356,11.73,11.1,-0.63,83.28,82.56,8.5,125.6,Normal,Medium,Yes,5.0
SHP100267,2025-05-19,East,Road,Express,81.95,909,17.58,17.49,-0.09,1303.62,245.85,89.11,1694.84,Normal,Medium,Yes,5.0
SHP100268,2025-05-26,South,Air,Fragile,116.54,207,1.0,2.88,1.88,1157.94,815.78,151.88,2178.29,Normal,High,No,3.7
SHP100269,2025-05-03,South,Air,Standard,71.93,943,1.95,2.18,0.23,3255.84,215.79,217.47,3643.2,Normal,High,Yes,5.0
SHP100270,2025-05-08,West,Rail,Express,23.01,359,5.18,6.72,1.54,95.0,69.03,6.29,105.16,Normal,Medium,No,5.0
SHP100271,2025-04-27,West,Air,Standard,48.75,757,1.59,1.41,-0.18,1771.38,146.25,191.95,2106.44,Normal,High,Yes,4.9
SHP100272,2025-05-12,West,Air,Fragile,76.89,1371,2.25,2.78,0.53,5059.98,538.23,376.52,6018.9,Normal,Low,No,4.8
SHP100273,2025-10-16,West,Road,Standard,46.21,1022,20.08,21.1,1.02,826.47,138.63,50.16,1014.13,Normal,Low,No,5.0
SHP100274,2025-07-25,East,Road,Bulk,28.71,1275,24.24,24.68,0.44,640.59,114.84,62.83,827.36,Normal,High,Yes,5.0
SHP100275,2025-08-24,East,Rail,Standard,98.99,1204,14.25,14.16,-0.09,1370.62,296.97,99.16,1751.36,Normal,Low,Yes,5.0
SHP100276,2025-02-11,West,Air,Standard,45.12,487,1.2,1.31,0.11,1054.73,135.36,78.52,1273.73,Normal,Low,Yes,4.5
SHP100277,2025-06-09,East,Air,Standard,116.58,903,1.8,1.55,-0.25,5053.04,349.74,338.16,5774.0,Normal,Medium,Yes,5.0
SHP100278,2025-09-09,East,Air,Standard,39.29,252,1.0,1.34,0.34,475.25,117.87,37.29,644.83,Normal,Medium,Yes,5.0
SHP100279,2025-06-28,West,Road,Express,43.66,445,8.88,10.53,1.65,340.0,130.98,42.29,533.42,Normal,High,No,4.4
SHP100280,2025-05-05,West,Air,Standard,37.58,1398,2.3,1.93,-0.37,2521.77,112.74,334.9,2911.19,Normal,Low,Yes,4.8
SHP100281,2025-09-17,South,Road,Bulk,48.29,526,11.04,11.95,0.91,444.51,193.16,44.77,757.28,Normal,Low,No,4.6
SHP100282,2025-10-03,South,Road,Standard,67.77,233,5.54,6.25,0.71,276.33,203.31,29.18,451.03,Normal,Medium,No,3.9
SHP100283,2025-08-01,North,Road,Standard,29.58,1967,37.44,37.37,-0.07,1018.22,88.74,64.09,1176.52,Normal,Medium,Yes,5.0
SHP100284,2025-11-20,East,Road,Standard,26.45,886,17.05,19.96,2.91,410.11,79.35,27.16,511.36,Adverse,Medium,No,4.1
SHP100285,2025-07-09,North,Road,Standard,18.52,990,19.19,19.0,-0.19,320.86,55.56,26.69,399.37,Normal,Medium,Yes,5.0
SHP100286,2025-02-27,South,Road,Standard,17.22,379,8.38,10.26,1.88,114.21,51.66,12.44,208.76,Normal,High,No,3.7
SHP100287,2025-07-22,East,Rail,Standard,23.16,760,9.1,9.72,0.62,202.42,69.48,25.62,272.74,Normal,High,No,4.9
SHP100288,2025-03-21,South,Road,Express,39.14,749,14.7,16.74,2.04,513.03,117.42,58.72,674.02,Adverse,Low,No,4.4
SHP100289,2025-08-16,East,Road,Standard,58.42,414,8.65,8.92,0.27,423.25,175.26,40.33,598.71,Normal,Medium,Yes,4.5
SHP100290,2025-04-05,North,Road,Express,65.76,592,11.85,12.52,0.67,681.27,197.28,48.13,965.96,Normal,Medium,No,5.0
SHP100291,2025-01-04,North,Road,Express,56.96,285,6.51,7.83,1.32,284.09,170.88,37.01,501.29,Adverse,High,No,4.6
SHP100292,2025-06-14,West,Road,Standard,109.53,537,10.52,12.09,1.57,1029.31,328.59,95.46,1475.66,Normal,High,No,4.2
SHP100293,2025-10-27,South,Road,Express,128.13,1111,21.81,21.73,-0.08,2491.17,384.39,314.5,3218.47,Normal,Low,Yes,4.8
SHP100294,2025-02-11,North,Rail,Bulk,45.24,431,5.35,6.28,0.93,224.23,180.96,23.81,498.7,Normal,Medium,No,4.5
SHP100295,2025-10-12,East,Rail,Express,29.86,1856,20.89,21.69,0.8,637.33,89.58,80.61,871.11,Normal,Medium,No,4.2
SHP100296,2025-08-17,West,Rail,Fragile,148.91,295,4.08,5.1,1.02,505.18,1042.37,71.56,1630.42,Normal,Low,No,4.7
SHP100297,2025-08-31,North,Road,Standard,97.19,563,11.34,9.73,-1.61,957.56,291.57,136.83,1391.49,Normal,Low,Yes,5.0
SHP100298,2025-07-31,East,Road,Fragile,93.4,453,9.39,9.64,0.25,740.43,653.8,80.08,1455.69,Normal,Medium,Yes,5.0
SHP100299,2025-10-27,North,Air,Fragile,38.26,589,1.38,2.75,1.37,1081.69,267.82,114.7,1490.25,Normal,Medium,No,4.5
SHP100300,2025-02-24,North,Road,Express,83.04,1382,26.49,26.65,0.16,2008.32,249.12,168.52,2450.71,Normal,Low,Yes,5.0
SHP100301,2025-12-02,East,Road,Bulk,57.2,378,8.49,8.56,0.07,378.38,228.8,54.57,636.22,Normal,Medium,Yes,4.8
SHP100302,2025-06-22,East,Road,Standard,50.86,507,10.25,10.84,0.59,451.26,152.58,45.67,674.7,Normal,Low,No,4.3
SHP100303,2025-10-04,East,Road,Standard,50.81,932,18.34,20.36,2.02,828.71,152.43,59.24,1075.67,Adverse,Medium,No,3.9
SHP100304,2025-11-30,West,Road,Fragile,69.45,684,13.81,15.62,1.81,831.32,486.15,82.25,1360.46,Normal,Medium,No,4.8
SHP100305,2025-08-17,West,Road,Fragile,111.42,716,13.56,15.23,1.67,1396.09,779.94,99.73,2282.41,Normal,Low,No,4.5
SHP100306,2025-01-30,East,Rail,Standard,155.51,382,4.84,5.46,0.62,683.16,466.53,71.89,1219.27,Normal,Medium,No,4.9
SHP100307,2025-01-23,South,Road,Standard,42.07,625,12.24,12.68,0.44,460.14,126.21,50.85,637.01,Normal,Low,Yes,4.0
SHP100308,2025-01-05,West,Rail,Standard,58.98,1211,14.37,14.28,-0.09,821.38,176.94,74.25,1039.23,Normal,Medium,Yes,5.0
SHP100309,2025-03-04,South,Air,Standard,50.15,268,1.0,1.71,0.71,645.13,150.45,42.87,774.52,Normal,Low,No,4.1
SHP100310,2025-08-09,South,Air,Fragile,66.99,443,1.17,2.44,1.27,1424.48,468.93,206.43,2073.39,Normal,Medium,No,3.9
SHP100311,2025-11-11,North,Air,Express,46.75,239,1.0,1.0,0.0,536.32,140.25,69.51,714.73,Normal,Low,Yes,4.5
SHP100312,2025-03-23,North,Sea,Standard,141.8,873,26.39,25.81,-0.58,1052.23,425.4,142.58,1632.57,Normal,Medium,Yes,4.9
SHP100313,2025-08-30,West,Road,Standard,35.77,1275,24.37,24.38,0.01,798.12,107.31,74.24,992.6,Normal,Medium,Yes,5.0
SHP100314,2025-09-10,West,Road,Standard,42.1,588,11.79,10.9,-0.89,433.21,126.3,55.66,626.11,Normal,Low,Yes,5.0
SHP100315,2025-02-21,East,Road,Standard,38.58,374,8.19,9.2,1.01,252.51,115.74,26.18,345.54,Normal,Medium,No,4.1
SHP100316,2025-11-17,South,Rail,Express,48.81,380,4.75,5.73,0.98,213.3,146.43,16.66,337.2,Normal,Low,No,4.3
SHP100317,2025-02-08,North,Sea,Bulk,24.15,552,17.08,18.51,1.43,113.31,96.6,8.07,196.4,Normal,Medium,No,4.6
SHP100318,2025-09-16,North,Road,Bulk,39.0,551,11.25,13.54,2.29,376.06,156.0,34.24,567.11,Normal,Low,No,4.3
SHP100319,2025-11-23,South,Sea,Standard,66.64,1073,32.07,32.1,0.03,607.79,199.92,43.99,839.97,Normal,Medium,Yes,5.0
SHP100320,2025-09-28,East,Road,Bulk,66.37,450,9.1,10.28,1.18,522.66,265.48,78.32,877.33,Normal,Medium,No,4.0
SHP100321,2025-03-13,East,Sea,Fragile,60.81,826,25.23,27.4,2.17,426.95,425.67,27.51,914.27,Adverse,High,No,3.8
SHP100322,2025-03-11,East,Road,Fragile,106.28,549,11.04,11.98,0.94,1021.09,743.96,101.81,1831.87,Normal,Medium,No,5.0
SHP100323,2025-08-08,South,Road,Express,68.06,432,8.84,8.06,-0.78,514.53,204.18,51.81,736.88,Normal,Medium,Yes,4.8
SHP100324,2025-01-04,West,Road,Standard,104.44,542,11.01,14.17,3.16,990.61,313.32,86.24,1394.91,Adverse,Medium,No,3.7
SHP100325,2025-12-16,West,Road,Standard,155.57,782,15.19,16.11,0.92,2128.98,466.71,237.21,2830.03,Normal,High,No,5.0
SHP100326,2025-10-17,East,Road,Standard,84.16,1075,20.74,19.5,-1.24,1583.26,252.48,116.37,1978.12,Normal,Medium,Yes,5.0
SHP100327,2025-10-19,East,Road,Standard,24.22,566,11.4,10.85,-0.55,239.9,72.66,31.32,344.14,Normal,Low,Yes,5.0
SHP100328,2025-12-21,South,Air,Standard,62.13,335,1.0,3.63,2.63,999.05,186.39,89.83,1336.19,Normal,High,No,3.5
SHP100329,2025-08-19,North,Road,Express,57.26,1126,21.55,22.28,0.73,1128.31,171.78,127.75,1372.26,Normal,Medium,No,3.8
SHP100330,2025-03-21,South,Road,Fragile,116.48,397,8.67,11.19,2.52,809.24,815.36,100.68,1754.69,Normal,High,No,3.6
SHP100331,2025-03-07,West,Rail,Express,49.8,750,9.23,10.53,1.3,429.52,149.4,60.14,646.04,Normal,High,No,4.1
SHP100332,2025-05-16,North,Air,Standard,33.01,641,1.0,1.0,0.0,1015.65,99.03,137.34,1202.91,Normal,Low,Yes,4.2
SHP100333,2025-07-10,North,Road,Bulk,40.28,596,12.26,12.97,0.71,420.12,161.12,48.21,557.07,Normal,Medium,No,4.5
SHP100334,2025-12-13,North,Road,Bulk,24.75,497,10.37,10.87,0.5,215.26,99.0,20.44,295.33,Normal,Low,Yes,5.0
SHP100335,2025-12-02,North,Road,Fragile,8.12,914,17.93,17.75,-0.18,129.88,56.84,13.67,242.71,Normal,Low,Yes,4.8
SHP100336,2025-02-28,West,Road,Bulk,142.17,91,3.08,3.99,0.91,226.41,568.68,29.25,862.67,Normal,Low,No,4.4
SHP100337,2025-09-23,East,Rail,Express,53.56,1214,14.29,15.59,1.3,747.75,160.68,103.92,1007.85,Normal,Medium,No,5.0
SHP100338,2025-01-07,South,Road,Bulk,26.14,394,8.52,8.66,0.14,180.24,104.56,12.5,284.61,Normal,Low,Yes,4.6
SHP100339,2025-07-21,North,Road,Standard,122.09,814,15.88,15.46,-0.42,1739.17,366.27,164.59,2240.07,Normal,Low,Yes,5.0
SHP100340,2025-11-28,South,Air,Standard,133.16,790,1.83,1.64,-0.19,5049.43,399.48,655.67,6098.02,Normal,Medium,Yes,4.3
SHP100341,2025-08-25,South,Road,Standard,58.34,1311,25.09,26.5,1.41,1338.47,175.02,132.31,1629.2,Normal,Low,No,3.9
SHP100342,2025-09-25,North,Rail,Standard,23.45,725,8.51,8.15,-0.36,195.51,70.35,17.58,343.29,Normal,Low,Yes,5.0
SHP100343,2025-03-20,South,Road,Standard,40.84,412,8.95,9.47,0.52,294.46,122.52,28.57,402.26,Normal,Low,No,5.0
SHP100344,2025-02-15,South,Sea,Express,46.86,269,9.15,9.4,0.25,107.15,140.58,12.24,273.7,Normal,Medium,Yes,4.5
SHP100345,2025-08-31,East,Road,Fragile,54.55,537,10.9,11.81,0.91,512.63,381.85,76.89,1032.87,Normal,Medium,No,4.2
SHP100346,2025-10-15,East,Air,Express,28.09,221,1.0,1.0,0.0,297.98,84.27,31.1,440.46,Normal,Low,Yes,5.0
SHP100347,2025-06-09,North,Rail,Standard,87.86,460,5.82,6.24,0.42,464.78,263.58,36.61,725.62,Normal,High,Yes,5.0
SHP100348,2025-04-25,South,Road,Fragile,13.9,553,11.31,13.0,1.69,134.52,97.3,10.04,187.88,Normal,Medium,No,3.8
SHP100349,2025-04-24,East,Rail,Express,95.52,445,5.5,7.59,2.09,488.82,286.56,31.19,816.18,Adverse,Medium,No,3.8
SHP100350,2025-05-06,East,Sea,Standard,106.37,665,20.11,20.88,0.77,601.26,319.11,66.31,991.95,Normal,Medium,No,5.0
SHP100351,2025-03-31,West,Rail,Fragile,43.14,571,6.88,10.43,3.55,283.28,301.98,30.88,659.27,Adverse,Medium,No,2.9
SHP100352,2025-03-02,East,Air,Standard,51.14,543,1.33,4.49,3.16,1332.91,153.42,104.6,1610.12,Adverse,Medium,No,3.7
SHP100353,2025-11-13,North,Sea,Standard,113.49,171,6.35,5.86,-0.49,164.96,340.47,20.22,508.68,Normal,Low,Yes,5.0
SHP100354,2025-04-12,North,Road,Bulk,75.32,319,7.28,8.44,1.16,420.47,301.28,53.27,755.68,Normal,Low,No,5.0
SHP100355,2025-04-24,East,Road,Standard,44.02,926,18.02,19.11,1.09,713.34,132.06,59.44,859.12,Normal,High,No,4.8
SHP100356,2025-06-23,North,Rail,Express,47.0,1012,12.26,14.33,2.07,546.99,141.0,49.76,742.27,Normal,Low,No,4.5
SHP100357,2025-04-02,East,Road,Bulk,69.66,236,5.32,4.73,-0.59,287.7,278.64,42.91,560.09,Normal,Medium,Yes,5.0
SHP100358,2025-07-02,West,Air,Fragile,135.31,415,1.0,6.42,5.42,2695.38,947.17,252.51,3926.91,Adverse,High,No,2.9
SHP100359,2025-07-24,East,Sea,Standard,47.82,1172,34.99,35.29,0.3,476.38,143.46,61.2,701.67,Normal,Medium,Yes,5.0
SHP100360,2025-12-29,South,Road,Standard,43.26,438,9.13,9.71,0.58,331.59,129.78,33.41,514.28,Normal,Medium,No,5.0
SHP100361,2025-07-14,East,Road,Standard,54.34,611,12.25,12.17,-0.08,581.03,163.02,76.35,774.13,Normal,Medium,Yes,4.9
SHP100362,2025-11-01,South,Air,Express,54.52,1437,2.39,1.13,-1.26,3760.57,163.56,485.91,4404.79,Normal,Low,Yes,5.0
SHP100363,2025-01-25,East,Road,Express,63.13,533,10.49,10.47,-0.02,588.85,189.39,70.72,835.33,Normal,Medium,Yes,4.2
SHP100364,2025-08-22,West,Air,Standard,51.23,492,1.31,1.42,0.11,1209.85,153.69,165.66,1532.8,Normal,Medium,Yes,5.0
SHP100365,2025-01-16,South,Road,Bulk,98.57,596,12.17,13.82,1.65,1028.09,394.28,148.59,1589.45,Normal,High,No,4.0
SHP100366,2025-05-21,West,Rail,Express,31.57,1801,20.66,22.76,2.1,653.86,94.71,73.36,803.96,Normal,High,No,3.9
SHP100367,2025-04-18,West,Road,Standard,66.95,831,16.4,17.75,1.35,973.62,200.85,79.23,1237.04,Normal,High,No,3.8
SHP100368,2025-10-27,North,Rail,Express,68.37,657,8.06,9.43,1.37,516.57,205.11,49.53,795.0,Normal,High,No,4.7
SHP100369,2025-12-05,North,Road,Fragile,33.21,487,10.33,11.74,1.41,283.03,232.47,36.3,512.27,Normal,Medium,No,4.6
SHP100370,2025-10-30,North,Rail,Standard,66.59,874,10.18,9.18,-1.0,669.3,199.77,79.36,922.3,Normal,Medium,Yes,5.0
SHP100371,2025-03-21,North,Road,Standard,69.35,934,18.15,17.22,-0.93,1133.53,208.05,86.15,1427.93,Normal,Medium,Yes,4.4
SHP100372,2025-03-17,North,Air,Fragile,10.68,360,1.0,1.0,0.0,184.55,74.76,11.92,302.72,Normal,Medium,Yes,4.7
SHP100373,2025-10-03,East,Air,Express,29.84,948,1.9,2.8,0.9,1357.84,89.52,164.93,1578.38,Normal,High,No,4.8
SHP100374,2025-09-25,North,Road,Express,118.58,598,12.46,10.96,-1.5,1240.94,355.74,102.5,1761.82,Normal,Low,Yes,5.0
SHP100375,2025-04-22,South,Road,Express,37.85,659,13.15,13.8,0.65,436.51,113.55,45.82,548.6,Normal,High,No,4.7
SHP100376,2025-11-12,West,Road,Standard,26.1,400,8.66,8.77,0.11,182.7,78.3,23.24,338.5,Normal,High,Yes,4.8
SHP100377,2025-03-16,North,Rail,Standard,16.78,522,6.56,8.15,1.59,100.73,50.34,11.14,204.2,Normal,High,No,3.6
SHP100378,2025-08-02,West,Rail,Express,28.26,369,5.17,6.72,1.55,119.92,84.78,8.09,162.74,Normal,High,No,4.7
SHP100379,2025-02-03,South,Road,Standard,50.02,359,7.92,7.68,-0.24,314.25,150.06,24.1,431.29,Normal,Low,Yes,4.5
SHP100380,2025-05-21,North,Road,Standard,25.01,800,15.66,14.14,-1.52,350.14,75.03,27.92,478.29,Normal,Low,Yes,5.0
SHP100381,2025-06-15,East,Road,Bulk,75.85,535,10.83,10.94,0.11,710.15,303.4,59.09,1059.43,Normal,Low,Yes,4.5
SHP100382,2025-08-19,East,Rail,Bulk,32.86,318,4.46,7.43,2.97,120.17,131.44,13.33,229.69,Adverse,Low,No,4.1
SHP100383,2025-10-19,West,Road,Fragile,63.4,2152,40.16,42.9,2.74,2387.64,443.8,251.55,3146.41,Adverse,Medium,No,4.0
SHP100384,2025-01-28,West,Sea,Bulk,109.53,350,11.55,14.45,2.9,325.85,438.12,25.51,747.69,Normal,High,No,3.5
